,Name,Brand,Model,Battery capacity (mAh),Screen size (inches),Touchscreen,Resolution x,Resolution y,Processor,RAM (MB),Internal storage (GB),Rear camera,Front camera,Operating system,Wi-Fi,Bluetooth,GPS,Number of SIMs,3G,4G/ LTE,Price,USD,year
1117,LG X Power,LG,X Power,4100,5.3,Yes,720,1280,4,2000,16,13,5,Android,Yes,Yes,Yes,2,Yes,Yes,6999,200.00 ,
1118,Lyf Flame 4,Lyf,Flame 4,1400,4,Yes,480,800,4,512,8,2,0.3,Android,Yes,Yes,No,2,Yes,Yes,4199,50.00 ,
1119,Zen Admire SXY,Zen,Admire SXY,1800,4.5,Yes,480,854,4,1000,8,5,2,Android,Yes,Yes,Yes,2,Yes,No,2639,70.00 ,
1120,Lava A59,Lava,A59,1750,4.5,Yes,480,800,4,512,4,5,0.3,Android,Yes,Yes,No,2,Yes,No,4199,80.00 ,
1121,Lava A48,Lava,A48,1300,4,Yes,480,800,4,512,4,2,0.3,Android,Yes,Yes,No,2,Yes,No,2399,60.00 ,
1122,Panasonic Eluga A2,Panasonic,Eluga A2,4000,5,Yes,720,1280,4,3000,16,8,5,Android,Yes,Yes,Yes,2,Yes,Yes,5430,150.00 ,
1123,Lava A79,Lava,A79,2200,5.5,Yes,480,800,4,1000,8,5,2,Android,Yes,Yes,Yes,2,Yes,No,4200,90.00 ,
1124,Micromax Canvas Selfie 4,Micromax,Canvas Selfie 4,2500,5,Yes,720,1280,4,1000,8,8,8,Android,Yes,Yes,Yes,2,Yes,No,5970,100.00 ,
1125,Micromax Bolt Selfie,Micromax,Bolt Selfie,1750,4.5,Yes,480,854,4,1000,8,5,5,Android,Yes,Yes,Yes,2,Yes,Yes,4299,80.00 ,
1126,Intex Cloud String HD,Intex,Cloud String HD,2200,5,Yes,720,1280,4,1000,8,8,5,Android,Yes,Yes,Yes,2,Yes,Yes,4999,90.00 ,
1127,Intex Aqua Secure,Intex,Aqua Secure,1900,4.5,Yes,480,854,4,1000,8,5,2,Android,Yes,Yes,Yes,2,Yes,Yes,4866,100.00 ,
1128,Motorola Moto G4 Play,Motorola,Moto G4 Play,2800,5,Yes,720,1280,4,2000,16,8,5,Android,Yes,Yes,Yes,2,Yes,Yes,6990,150.00 ,
1129,Sony Xperia XA Ultra,Sony,Xperia XA Ultra,2700,6,Yes,1080,1920,8,3000,16,21.5,16,Android,Yes,Yes,Yes,1,Yes,Yes,7999,300.00 ,
1130,Lenovo Vibe C,Lenovo,Vibe C,2300,5,Yes,720,1280,4,1000,8,5,2,Android,Yes,Yes,Yes,1,Yes,Yes,4500,100.00 ,
1131,HTC Desire 628 Dual SIM,HTC,Desire 628 Dual SIM,2200,5,Yes,720,1280,8,3000,32,13,5,Android,Yes,Yes,Yes,2,Yes,Yes,6498,200.00 ,
1132,Lyf Wind 4,Lyf,Wind 4,4000,5,Yes,720,1280,4,1000,8,8,2,Android,Yes,Yes,Yes,2,Yes,Yes,5999,120.00 ,
1133,Lyf Flame 2,Lyf,Flame 2,1500,4,Yes,480,800,4,1000,8,5,2,Android,Yes,Yes,Yes,2,Yes,Yes,3599,60.00 ,
1134,Lava A67,Lava,A67,2000,5,Yes,480,800,4,512,4,5,2,Android,Yes,Yes,Yes,2,Yes,No,3399,80.00 ,
1135,Micromax Canvas XP 4G,Micromax,Canvas XP 4G,2000,5,Yes,720,1280,4,3000,16,8,2,Android,No,No,No,2,Yes,Yes,4595,120.00 ,
1136,Intex Cloud Fame,Intex,Cloud Fame,1800,4.5,Yes,480,854,4,1000,8,5,2,Android,Yes,Yes,No,2,Yes,Yes,3949,80.00 ,
1137,Intex Aqua Joy,Intex,Aqua Joy,1450,4,Yes,480,800,4,512,4,0.3,0.3,Android,Yes,Yes,Yes,2,Yes,No,2666,50.00 ,
1138,HTC Desire 830,HTC,Desire 830,2800,5.5,Yes,1080,1920,8,3000,32,13,4,Android,Yes,Yes,No,1,Yes,Yes,7999,280.00 ,
1139,Micromax Canvas Mega 2,Micromax,Canvas Mega 2,3000,6,Yes,540,960,4,1000,8,8,5,Android,Yes,Yes,Yes,2,Yes,Yes,7530,150.00 ,
1140,iBall Andi 5N Dude,iBall,Andi 5N Dude,2000,5,Yes,480,854,4,512,4,5,0.3,Android,Yes,Yes,Yes,2,Yes,No,1999,70.00 ,
1141,Honor 5C,Honor,5C,3000,5.2,Yes,1080,1920,8,2000,16,13,8,Android,Yes,Yes,Yes,2,Yes,No,9999,200.00 ,
1142,Panasonic Eluga I3,Panasonic,Eluga I3,2700,5.5,Yes,720,1280,4,2000,16,13,5,Android,Yes,Yes,Yes,2,Yes,Yes,5549,150.00 ,
1143,Swipe Elite Note,Swipe,Elite Note,3000,5.5,Yes,720,1280,4,3000,16,13,5,Android,Yes,Yes,Yes,2,Yes,Yes,7500,130.00 ,
1144,Asus ZenFone Go 4.5 (ZB452KG),Asus,ZenFone Go 4.5 (ZB452KG),2070,4.5,Yes,480,854,4,1000,8,5,0.3,Android,Yes,Yes,Yes,2,Yes,No,3999,90.00 ,
1145,Intex Aqua 4.5 Pro,Intex,Aqua 4.5 Pro,1500,4.5,Yes,480,854,4,1000,8,2,0.3,Android,Yes,Yes,Yes,2,Yes,No,4750,80.00 ,
1146,ZTE Blade A910,ZTE,Blade A910,2540,5.5,Yes,720,1280,4,2000,16,13,8,Android,Yes,Yes,Yes,2,Yes,Yes,4999,200.00 ,
1147,ZTE Blade V7 Max,ZTE,Blade V7 Max,3000,5.5,Yes,1080,1920,8,3000,32,16,8,Android,Yes,Yes,Yes,2,Yes,Yes,4500,250.00 ,
1148,LeEco Le 2 Pro,LeEco,Le 2 Pro,3000,5.5,Yes,1080,1920,10,4000,32,21,8,Android,Yes,Yes,Yes,1,Yes,Yes,5890,230.00 ,
1149,Nubia Z11 mini,Nubia,Z11 mini,2800,5,Yes,1080,1920,8,3000,64,16,8,Android,Yes,Yes,Yes,2,Yes,Yes,9999,250.00 ,
1150,Gionee Pioneer P5W,Gionee,Pioneer P5W,2000,5,Yes,720,1280,4,1000,16,5,2,Android,Yes,Yes,Yes,2,Yes,No,4800,100.00 ,
1151,Yu Yureka Note,Yu,reka Note,4000,6,Yes,1080,1920,8,3000,16,13,5,Android,Yes,Yes,Yes,2,Yes,Yes,6499,200.00 ,
1152,Videocon Krypton V50DA,Videocon,Krypton V50DA,3000,5,Yes,480,854,4,1000,8,5,2,Android,Yes,Yes,Yes,2,Yes,No,4006,70.00 ,
1153,HTC 10 Lifestyle,HTC,10 Lifestyle,3000,5.2,Yes,1440,2560,8,3000,32,12,5,Android,Yes,Yes,Yes,1,Yes,Yes,9751,500.00 ,
1154,Meizu m3 note,Meizu,m3 note,4100,5.5,Yes,1080,1920,8,2000,16,13,5,Android,Yes,Yes,No,2,Yes,Yes,5290,150.00 ,
1155,Reach Opulent,Reach,Opulent,2500,5,Yes,720,1280,4,1000,8,5,2,Android,Yes,Yes,Yes,2,Yes,No,2690,70.00 ,
1156,Asus Zenfone Go 5.0 LTE,Asus,Zenfone Go 5.0 LTE,2500,5,Yes,720,1280,4,2000,16,8,5,Android,Yes,Yes,Yes,2,Yes,Yes,4990,150.00 ,
1157,Gionee Pioneer P5 mini,Gionee,Pioneer P5 mini,1850,4.5,Yes,480,854,4,1000,8,5,2,Android,Yes,Yes,Yes,2,Yes,No,4999,80.00 ,
1158,Samsung Galaxy A9 Pro,Samsung,Galaxy A9 Pro,5000,6,Yes,1080,1920,8,4000,32,16,8,Android,Yes,Yes,Yes,2,Yes,Yes,19980,480.00 ,
1159,Intex Cloud Gem+,Intex,Cloud Gem+,1400,4,Yes,480,800,4,512,4,2,2,Android,Yes,Yes,Yes,2,Yes,No,2199,60.00 ,
1160,Samsung Galaxy J7 (2016),Samsung,Galaxy J7 (2016),3300,5.5,Yes,720,1080,8,2000,16,13,5,Android,Yes,Yes,Yes,2,Yes,Yes,13450,240.00 ,
1161,Samsung Galaxy J5 (2016),Samsung,Galaxy J5 (2016),3100,5.2,Yes,720,1280,4,2000,16,13,5,Android,Yes,Yes,Yes,2,Yes,Yes,9999,210.00 ,
1162,Vivo Y31L,Vivo,Y31L,2200,4.7,Yes,540,960,4,1000,16,8,5,Android,Yes,Yes,Yes,2,Yes,Yes,8599,150.00 ,
1163,Reach Cogent,Reach,Cogent,2000,4,Yes,480,800,4,1000,8,3.2,1.3,Android,Yes,Yes,No,2,Yes,No,2200,50.00 ,
1164,Lava V2s,Lava,V2s,2500,5,Yes,720,1280,4,2000,8,8,8,Android,Yes,Yes,Yes,2,Yes,Yes,4500,120.00 ,
1165,Videocon Krypton V50FG,Videocon,Krypton V50FG,2200,5,Yes,720,1280,4,2000,16,13,5,Android,Yes,Yes,Yes,2,Yes,Yes,6600,90.00 ,
1166,Lava A52,Lava,A52,1200,4,Yes,480,800,2,512,4,2,0.3,Android,Yes,Yes,Yes,2,Yes,No,1999,60.00 ,
1167,Intex Cloud Force,Intex,Cloud Force,2500,5,Yes,480,854,4,1000,8,5,0.3,Android,Yes,Yes,Yes,2,Yes,No,3333,70.00 ,
1168,Intex Aqua 4G Strong,Intex,Aqua 4G Strong,1700,4,Yes,480,800,4,768,4,2,0.3,Android,Yes,Yes,Yes,2,Yes,Yes,6500,80.00 ,
1169,Lava Flair S1,Lava,Flair S1,1750,4.5,Yes,480,854,2,512,8,3.2,0.3,Android,Yes,Yes,Yes,2,Yes,No,1999,60.00 ,
1170,InFocus Bingo 20 (M425),InFocus,Bingo 20 (M425),2300,4.5,Yes,850,480,4,1000,8,8,5,Android,Yes,Yes,Yes,2,Yes,Yes,4490,80.00 ,
1171,Panasonic T50,Panasonic,T50,1600,4.5,Yes,480,854,4,1000,8,5,2,Android,Yes,Yes,Yes,2,Yes,No,6760,80.00 ,
1172,Intex Aqua Twist,Intex,Aqua Twist,2200,5,Yes,480,854,4,1000,8,5,0,Android,Yes,Yes,Yes,2,Yes,No,3499,85.00 ,
1173,mPhone 8,mPhone,8,3050,5.5,Yes,1080,1920,8,4000,64,21,8,Android,Yes,Yes,Yes,2,Yes,Yes,6499,300.00 ,
1174,mPhone 7 Plus,mPhone,7 Plus,2600,5.5,Yes,1080,1920,8,3000,32,16,8,Android,Yes,Yes,Yes,2,Yes,Yes,7399,250.00 ,
1175,Intex Cloud Breeze,Intex,Cloud Breeze,2300,5,Yes,480,854,2,1000,8,5,2,Android,Yes,Yes,Yes,2,Yes,No,2999,70.00 ,
1176,Lyf Wind 6,Lyf,Wind 6,2250,5,Yes,480,854,4,1000,8,5,5,Android,Yes,Yes,Yes,2,Yes,Yes,3499,90.00 ,
1177,Blu Life Mark,Blu,Life Mark,2300,5,Yes,720,1280,4,2000,16,13,5,Android,Yes,Yes,Yes,2,Yes,Yes,7999,90.00 ,
1178,Zopo Speed 8,Zopo,Speed 8,3600,5.5,Yes,1080,1920,10,4000,32,21,8,Android,Yes,Yes,Yes,2,Yes,Yes,9980,300.00 ,
1179,Xolo Era X,Xolo,Era X,2500,5,Yes,720,1280,4,2000,8,8,5,Android,Yes,Yes,Yes,2,Yes,Yes,4559,90.00 ,
1180,Intex Aqua Fish,Intex,Aqua Fish,2500,5,Yes,720,1280,4,2000,16,8,2,Sailfish,Yes,Yes,Yes,2,Yes,Yes,4799,90.00 ,
1181,ZTE Blade V7 Lite,ZTE,Blade V7 Lite,2500,5,Yes,720,1280,4,2000,16,8,8,Android,Yes,Yes,Yes,1,Yes,Yes,3840,150.00 ,
1182,Sony Xperia X,Sony,Xperia X,2620,5,Yes,1080,1920,1,3000,32,23,13,Android,Yes,Yes,Yes,1,Yes,Yes,19990,600.00 ,
1183,Sony Xperia XA,Sony,Xperia XA,2300,5,Yes,720,1280,8,2000,16,13,8,Android,Yes,Yes,Yes,1,Yes,Yes,7994,400.00 ,
1184,HTC Desire 825,HTC,Desire 825,2700,5.5,Yes,720,1280,4,2000,16,13,5,Android,Yes,Yes,Yes,2,Yes,Yes,7890,280.00 ,
1185,HTC Desire 630,HTC,Desire 630,2200,5,Yes,720,1280,4,2000,16,13,5,Android,Yes,Yes,Yes,2,Yes,Yes,10299,200.00 ,
1186,HP Elite x3,HP,Elite x3,4150,5.96,Yes,1440,2560,4,4000,64,15,8,Windows,Yes,Yes,Yes,1,Yes,Yes,88719,700.00 ,
1187,Alcatel Idol 4,Alcatel,Idol 4,2610,5.2,Yes,1080,1920,8,3000,16,13,8,Android,Yes,Yes,Yes,1,Yes,Yes,16999,280.00 ,
1188,Intex Aqua Ace Mini,Intex,Aqua Ace Mini,3000,5,Yes,720,1280,4,2000,16,8,5,Android,Yes,Yes,Yes,2,Yes,Yes,6849,120.00 ,
1189,Swipe Konnect 5.1,Swipe,Konnect 5.1,3000,5,Yes,480,854,4,1000,8,8,3.2,Android,Yes,Yes,Yes,2,Yes,No,4099,60.00 ,
1190,LG Stylus 2,LG,Stylus 2,3000,5.7,Yes,720,1280,4,1000,16,13,8,Android,Yes,Yes,Yes,1,Yes,Yes,7999,300.00 ,
1191,Intex Cloud Crystal 2.5D,Intex,Cloud Crystal 2.5D,2200,5,Yes,720,1280,4,3000,16,8,2,Android,Yes,Yes,Yes,2,Yes,Yes,6800,90.00 ,
1192,Intex Aqua Freedom,Intex,Aqua Freedom,3000,5,Yes,720,1280,4,1000,8,5,2,Android,Yes,Yes,Yes,2,Yes,No,3099,80.00 ,
1193,Microsoft Lumia 650,Microsoft,Lumia 650,2000,5,Yes,720,1280,4,1000,16,8,5,Windows,Yes,Yes,Yes,1,Yes,Yes,9990,200.00 ,
1194,LG X cam,LG,X cam,2520,5.2,Yes,1080,1920,8,2000,16,13,8,Android,Yes,Yes,Yes,1,Yes,Yes,8000,300.00 ,
1195,Intex Aqua Craze,Intex,Aqua Craze,2500,5,Yes,720,1280,4,1000,8,8,2,Android,Yes,Yes,Yes,2,Yes,Yes,2999,90.00 ,
1196,Intex Aqua Lite,Intex,Aqua Lite,1400,4,Yes,480,800,4,512,4,2,2,Android,Yes,Yes,Yes,2,Yes,No,2799,60.00 ,
1197,Lava X11,Lava,X11,2500,5,Yes,720,1280,4,2000,8,8,5,Android,Yes,Yes,Yes,2,Yes,Yes,7980,120.00 ,
1198,Lava A88,Lava,A88,2000,5,Yes,720,1280,4,512,4,5,2,Android,Yes,Yes,Yes,2,Yes,Yes,4949,90.00 ,
1199,Lenovo Vibe P1 Turbo,Lenovo,Vibe P1 Turbo,5000,5.5,Yes,1080,1920,8,3000,32,13,5,Android,Yes,Yes,Yes,2,Yes,Yes,7679,300.00 ,
1200,Lava A71,Lava,A71,2500,5,Yes,720,1280,4,1000,8,5,2,Android,Yes,Yes,Yes,2,Yes,Yes,3990,100.00 ,
1201,Intex Aqua Wing,Intex,Aqua Wing,1500,4,Yes,480,800,1,1000,8,5,0.3,Android,Yes,Yes,Yes,2,Yes,Yes,2990,68.00 ,
1202,Intex Aqua Raze,Intex,Aqua Raze,1800,4.5,Yes,480,854,1,1000,8,5,2,Android,Yes,Yes,Yes,2,Yes,Yes,4999,77.00 ,
1203,Panasonic P66 Mega,Panasonic,P66 Mega,3200,5,Yes,720,1280,4,2000,16,8,5,Android,Yes,No,Yes,2,Yes,No,5299,110.00 ,
1204,Lyf Flame 1,Lyf,Flame 1,2000,4.5,Yes,480,854,4,1000,8,5,5,Android,Yes,Yes,Yes,2,Yes,Yes,5499,75.00 ,
1205,Lava X3,Lava,X3,2500,5,Yes,720,1280,4,2000,8,8,5,Android,Yes,Yes,Yes,2,Yes,No,3999,105.00 ,
1206,Zopo Hero 1,Zopo,Hero 1,2500,5,Yes,720,1280,4,2000,16,13.2,5,Android,Yes,Yes,Yes,2,Yes,Yes,12000,130.00 ,
1207,iBall Cobalt 5.5F Youva,iBall,Cobalt 5.5F Youva,2600,5.5,Yes,720,1280,4,2000,16,13,8,Android,Yes,Yes,Yes,2,Yes,Yes,7599,150.00 ,
1208,Micromax Canvas Juice 4,Micromax,Canvas Juice 4,3000,5,Yes,480,854,4,1000,8,5,2,Android,Yes,Yes,Yes,2,Yes,No,3995,90.00 ,
1209,Vivo Y51L,Vivo,Y51L,2350,5,Yes,540,960,4,2000,16,8,5,Android,Yes,Yes,Yes,2,Yes,Yes,9099,200.00 ,
1210,Lava V5,Lava,V5,3000,5.5,Yes,720,1280,4,3000,16,13,8,Android,Yes,Yes,Yes,2,Yes,Yes,8250,180.00 ,
1211,Lyf Water 2,Lyf,Water 2,2400,5,Yes,720,1280,8,2000,16,13,5,Android,Yes,Yes,Yes,2,Yes,Yes,7750,200.00 ,
1212,Lyf Water 1,Lyf,Water 1,2600,5,Yes,1080,1920,8,2000,16,13,5,Android,Yes,Yes,Yes,2,Yes,Yes,4800,170.00 ,
1213,Lenovo K5 Note,Lenovo,K5 Note,3500,5.5,Yes,1080,1920,8,2000,16,13,8,Android,Yes,Yes,Yes,2,Yes,Yes,8990,180.00 ,
1214,Panasonic Eluga Turbo,Panasonic,Eluga Turbo,2350,5,Yes,720,1280,8,3000,32,13,5,Android,Yes,Yes,Yes,2,Yes,Yes,13988,180.00 ,
1215,Swipe Virtue,Swipe,Virtue,2500,5,No,720,1280,4,2000,16,8,5,Android,Yes,Yes,Yes,2,Yes,No,3599,90.00 ,
1216,Lava P7,Lava,P7,2000,5,Yes,480,854,4,1000,8,5,2,Android,Yes,Yes,No,2,Yes,No,3449,80.00 ,
1217,Intex Aqua Air II,Intex,Aqua Air II,2300,5,Yes,480,854,2,1000,8,2,0.3,Android,Yes,Yes,Yes,2,Yes,No,4690,75.00 ,
1218,Lava Iris Atom,Lava,Iris Atom,1550,4,Yes,480,800,4,1000,8,5,0.3,Android,Yes,Yes,Yes,2,Yes,No,5199,60.00 ,
1219,Intex Cloud 4G Smart,Intex,Cloud 4G Smart,2000,5,Yes,480,854,4,1000,8,5,2,Android,Yes,Yes,Yes,2,Yes,Yes,4777,80.00 ,
1220,Intex Cloud 3G Gem,Intex,Cloud 3G Gem,1400,4,Yes,480,800,1,512,4,2,0.3,Android,Yes,Yes,Yes,2,Yes,No,2399,60.00 ,
1221,Intex Cloud 3G Candy,Intex,Cloud 3G Candy,1400,4,Yes,480,800,1,256,0.512,2,0.3,Android,Yes,Yes,Yes,2,Yes,No,1999,55.00 ,
1222,Lenovo A7000 Turbo,Lenovo,A7000 Turbo,2900,5.5,Yes,1080,1920,8,2000,16,13,5,Android,Yes,Yes,Yes,2,Yes,Yes,14000,150.00 ,
1223,Karbonn K9 Smart,Karbonn,K9 Smart,2300,5,Yes,480,854,4,512,8,3.2,1.3,Android,Yes,Yes,Yes,2,Yes,No,4690,60.00 ,
1224,Alcatel Pixi 4 (6),Alcatel,Pixi 4 (6),2580,6,Yes,720,1280,4,1000,16,8,5,Android,Yes,Yes,Yes,2,Yes,Yes,3998,150.00 ,
1225,LG K7,LG,K7,2125,5,Yes,480,854,4,1000,8,5,5,Android,Yes,Yes,Yes,1,Yes,No,994,150.00 ,
1226,LG K10,LG,K10,2300,5.3,Yes,720,1280,4,1000,8,13,5,Android,Yes,Yes,Yes,1,Yes,No,3994,200.00 ,
1227,Intex Cloud Champ,Intex,Cloud Champ,1700,4.5,Yes,480,854,2,512,4,5,2,Android,Yes,Yes,Yes,2,Yes,No,3800,50.00 ,
1228,Lava Iris Atom 3,Lava,Iris Atom 3,2000,5,Yes,480,854,4,512,8,5,2,Android,Yes,Yes,Yes,2,Yes,No,2899,70.00 ,
1229,Intex Aqua Q7 Pro,Intex,Aqua Q7 Pro,2000,4.5,Yes,480,854,4,1000,8,2,0.3,Android,Yes,Yes,Yes,2,Yes,No,4290,70.00 ,
1230,Karbonn Titanium Moghul,Karbonn,Titanium Moghul,2000,5,Yes,540,960,4,1000,8,8,3.2,Android,Yes,Yes,Yes,2,Yes,No,8700,80.00 ,
1231,Xolo One HD,Xolo,One HD,2300,5,Yes,720,1280,4,1000,8,8,5,Android,Yes,Yes,Yes,2,Yes,No,7999,80.00 ,
1232,Zen Cinemax 2,Zen,Cinemax 2,2900,5.5,Yes,540,960,4,1000,8,5,2,Android,Yes,Yes,Yes,2,Yes,No,3739,90.00 ,
1233,Videocon Z55 Krypton,Videocon,Z55 Krypton,2200,5,Yes,720,1280,4,1000,8,13,5,Android,Yes,Yes,Yes,2,Yes,Yes,2950,100.00 ,
1234,Intex Aqua Star 4G,Intex,Aqua Star 4G,2000,5,Yes,720,1280,4,1000,8,8,2,Android,Yes,Yes,Yes,2,Yes,Yes,4699,100.00 ,
1235,Intex Cloud Cube,Intex,Cloud Cube,2000,4.5,Yes,480,854,4,512,8,2,0.3,Android,Yes,Yes,Yes,2,Yes,No,2199,50.00 ,
1236,Kult 10,Kult,10,2350,5,Yes,720,1280,4,3000,16,13,5,Android,Yes,Yes,Yes,2,Yes,Yes,4499,110.00 ,
1237,Micromax Canvas Pulse 4G,Micromax,Canvas Pulse 4G,2100,5,Yes,720,1280,8,3000,16,13,5,Android,Yes,Yes,Yes,2,Yes,Yes,4150,150.00 ,
1238,Asus ZenPad C 7.0 (Z170MG),Asus,ZenPad C 7.0 (Z170MG),3450,7,No,1024,600,4,1000,8,5,0.3,Android,Yes,Yes,Yes,2,Yes,No,6199,100.00 ,
1239,Xiaomi Redmi Note Prime,Xiaomi,Redmi Note Prime,3100,5.5,Yes,720,1280,4,2000,16,13,5,Android,Yes,Yes,Yes,2,Yes,Yes,8999,130.00 ,
1240,iBall Andi 5.5H Weber,iBall,Andi 5.5H Weber,2200,5.5,Yes,720,1280,4,1000,8,8,5,Android,Yes,Yes,Yes,2,No,No,3999,100.00 ,
1241,Micromax Canvas Mega 4G,Micromax,Canvas Mega 4G,2500,5.5,Yes,720,1280,4,3000,16,13,5,Android,Yes,Yes,Yes,2,Yes,Yes,4790,150.00 ,
1242,Micromax Canvas Fire 4G+,Micromax,Canvas Fire 4G+,2000,4.7,Yes,720,1280,4,1000,8,8,5,Android,Yes,Yes,Yes,2,Yes,Yes,4990,100.00 ,
1243,Gionee P5W,Gionee,P5W,2000,5,Yes,720,1280,8,1000,16,5,2,Android,Yes,Yes,Yes,2,Yes,No,6999,100.00 ,
1244,ZTE Blade A1,ZTE,Blade A1,2800,5,Yes,720,1280,8,2000,16,13,8,Android,Yes,Yes,No,2,Yes,No,2900,150.00 ,
1245,Panasonic Eluga Mark,Panasonic,Eluga Mark,2500,5.5,Yes,720,1280,8,2000,16,13,5,Android,Yes,Yes,Yes,2,Yes,Yes,6990,180.00 ,
1246,Samsung Galaxy A7 (2016),Samsung,Galaxy A7 (2016),3300,5.5,Yes,1080,1920,8,3000,16,13,5,Android,Yes,Yes,Yes,1,Yes,Yes,9999,400.00 ,
1247,Videocon Z55 Delite,Videocon,Z55 Delite,2200,5,Yes,720,1280,8,1000,8,8,5,Android,Yes,Yes,No,2,Yes,No,6390,100.00 ,
1248,Videocon Infinium Z45 Amaze,Videocon,Infinium Z45 Amaze,1600,4.5,Yes,480,854,4,1000,8,2,0.3,Android,Yes,Yes,No,2,Yes,No,2999,80.00 ,
1249,Micromax Canvas Pace 4G,Micromax,Canvas Pace 4G,2500,5,Yes,854,480,4,1000,8,5,2,Android,Yes,Yes,Yes,2,Yes,Yes,7499,100.00 ,
1250,Lava X10,Lava,X10,2900,5,Yes,720,1280,4,3000,16,13,5,Android,Yes,Yes,Yes,2,Yes,Yes,12000,170.00 ,
1251,Intex Cloud Zest,Intex,Cloud Zest,4000,5,Yes,720,1280,4,1000,8,5,2,Android,Yes,Yes,Yes,2,Yes,No,4999,75.00 ,
1252,Lava Iris Atom 2X,Lava,Iris Atom 2X,2000,4.5,Yes,480,854,4,1000,8,5,0.3,Android,Yes,Yes,Yes,2,Yes,No,2999,80.00 ,
1253,Samsung Galaxy J3 (6),Samsung,Galaxy J3 (6),2600,5,Yes,720,1280,4,1000,8,8,5,Android,Yes,Yes,Yes,1,Yes,Yes,4999,150.00 ,
1254,Intex Aqua Air,Intex,Aqua Air,2300,5,Yes,480,854,2,512,8,2,0.3,Android,Yes,Yes,Yes,2,Yes,No,4090,70.00 ,
1255,Micromax Canvas Xpress 4G,Micromax,Canvas Xpress 4G,2000,5,Yes,720,1280,4,2000,16,8,2,Android,Yes,Yes,Yes,2,Yes,Yes,4050,100.00 ,
1256,Micromax Canvas Blaze 4G+,Micromax,Canvas Blaze 4G+,1750,4.5,Yes,480,854,4,1000,8,8,2,Android,Yes,Yes,Yes,2,Yes,Yes,3799,110.00 ,
1257,Intex Aqua Super,Intex,Aqua Super,2150,5,Yes,720,1280,4,3000,16,8,2,Android,Yes,Yes,Yes,2,Yes,Yes,5849,130.00 ,
1258,Intex Aqua Wave,Intex,Aqua Wave,1400,4,Yes,480,800,1,256,0.512,0.3,0.3,Android,Yes,Yes,Yes,2,Yes,No,2199,60.00 ,
1259,Intex Aqua Q7,Intex,Aqua Q7,2000,4.5,Yes,480,854,4,512,8,2,0.3,Android,Yes,Yes,Yes,2,Yes,No,2199,70.00 ,
1260,iBall Andi Sprinter 4G,iBall,Andi Sprinter 4G,2100,5,Yes,480,854,4,1000,8,8,3.2,Android,Yes,Yes,Yes,2,Yes,Yes,4699,90.00 ,
1261,Gionee S Plus,Gionee,S Plus,3150,5.5,Yes,720,1280,8,3000,16,13,5,Android,Yes,Yes,Yes,2,Yes,Yes,6490,260.00 ,
1262,InFocus M535,InFocus,M535,2600,5.5,Yes,720,1280,4,2000,16,13,8,Android,Yes,Yes,Yes,2,Yes,Yes,6990,150.00 ,
1263,HTC Desire 828 Dual SIM,HTC,Desire 828 Dual SIM,2800,5.5,Yes,1080,1920,8,2000,16,13,4,Android,Yes,Yes,Yes,2,Yes,Yes,7999,280.00 ,
1264,HTC Desire 728G Dual SIM,HTC,Desire 728G Dual SIM,2800,5.5,Yes,720,1280,8,1000,16,13,5,Android,Yes,Yes,Yes,2,Yes,No,11586,270.00 ,
1265,Intex Aqua Young,Intex,Aqua Young,2500,5,Yes,480,854,4,1000,8,5,0.3,Android,Yes,Yes,Yes,2,Yes,No,4900,80.00 ,
1266,Intex Aqua Play,Intex,Aqua Play,1400,4,Yes,480,800,2,512,8,0.3,0.3,Android,Yes,Yes,Yes,2,Yes,No,4299,50.00 ,
1267,Xolo Black 1X,Xolo,Black 1X,2400,5,Yes,1080,1920,8,3000,32,13,5,Android,Yes,Yes,Yes,2,Yes,Yes,9999,150.00 ,
1268,InFocus M260,InFocus,M260,2000,4.5,Yes,480,854,4,1000,8,5,2,Android,Yes,Yes,Yes,2,Yes,No,2490,70.00 ,
1269,Karbonn Alfa A91 Power,Karbonn,Alfa A91 Power,2000,4,Yes,480,800,1,256,0.512,2,0.3,Android,Yes,Yes,Yes,2,Yes,No,2599,60.00 ,
1270,Oppo Neo 7,Oppo,Neo 7,2420,5,Yes,540,960,4,1000,16,8,5,Android,Yes,Yes,Yes,2,Yes,Yes,8200,200.00 ,
1271,Samsung Galaxy On7,Samsung,Galaxy On7,3000,5.5,Yes,720,1280,4,1000,8,13,5,Android,Yes,Yes,Yes,2,Yes,Yes,9977,200.00 ,
1272,Micromax Bolt Q332,Micromax,Bolt Q332,2000,5,Yes,480,854,4,512,2,5,2,Android,Yes,Yes,Yes,2,Yes,No,2399,70.00 ,
1273,Samsung Galaxy On5,Samsung,Galaxy On5,2600,5,Yes,720,1280,4,1000,8,8,5,Android,Yes,Yes,Yes,2,Yes,Yes,4655,150.00 ,
1274,Lenovo A1000,Lenovo,A1000,2000,4,Yes,480,800,4,1000,8,5,0.3,Android,Yes,Yes,Yes,2,Yes,No,3549,80.00 ,
1275,Lenovo A6000 Shot,Lenovo,A6000 Shot,2300,5,Yes,720,1280,4,2000,16,13,5,Android,Yes,Yes,Yes,2,Yes,Yes,5990,150.00 ,
